InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,InvoiceDay,InvoiceMonth,InvoiceYear,InvoiceHour,DayOfWeek,IsUk,TotalPrice,IsWeekend,Sales_Lag_1,Sales_Lag_7,Sales_Mean_7,Sales_Mean_30,Trend_Lag1_vs_Lag7,DailyTotal
C541961,22767,TRIPLE PHOTO FRAME CORNICE ,-2,2011-01-24,9.95,17799.0,United Kingdom,24,1,2011,12,0,1,-19.9,0,-9.5,-2.5,-8.404285714285706,-6.601000000000007,-7.0,-106.77
C541961,22768,FAMILY PHOTO FRAME CORNICE,-1,2011-01-24,9.95,17799.0,United Kingdom,24,1,2011,12,0,1,-9.95,0,-19.9,-12.75,-8.004285714285706,-6.767666666666674,-7.149999999999999,-106.77
C541964,84849D,HOT BATHS SOAP HOLDER,-21,2011-01-24,1.69,15291.0,United Kingdom,24,1,2011,13,0,1,-35.49,0,-9.95,-4.47,-12.435714285714278,-7.619000000000008,-5.4799999999999995,-106.77
C541994,22111,SCOTTIE DOG HOT WATER BOTTLE,-24,2011-01-25,4.25,14113.0,United Kingdom,25,1,2011,9,1,1,-102.0,0,-35.49,-5.96,-26.15571428571428,-10.769000000000007,-29.53,-1105.95
C542032,22778,GLASS CLOCHE SMALL,-7,2011-01-25,3.39,15311.0,United Kingdom,25,1,2011,11,1,1,-23.73,0,-102.0,-3.3,-29.074285714285704,-11.061666666666673,-98.7,-1105.95
C542038,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-01-25,3.75,14534.0,United Kingdom,25,1,2011,11,1,1,-3.75,0,-23.73,-2.95,-29.188571428571418,-10.52333333333334,-20.78,-1105.95
C542060,22198,LARGE POPCORN HOLDER ,-1,2011-01-25,1.65,14680.0,United Kingdom,25,1,2011,12,1,1,-1.65,0,-3.75,-9.5,-28.067142857142848,-10.437000000000008,5.75,-1105.95
C542060,20726,LUNCH BAG WOODLAND,-2,2011-01-25,1.65,14680.0,United Kingdom,25,1,2011,12,1,1,-3.3,0,-1.65,-19.9,-25.695714285714278,-10.327000000000007,18.25,-1105.95
C542060,20725,LUNCH BAG RED RETROSPOT,-2,2011-01-25,1.45,14680.0,United Kingdom,25,1,2011,12,1,1,-2.9,0,-3.3,-9.95,-24.688571428571425,-10.338666666666674,6.6499999999999995,-1105.95
C542060,20728,LUNCH BAG CARS BLUE,-3,2011-01-25,1.65,14680.0,United Kingdom,25,1,2011,12,1,1,-4.949999999999999,0,-2.9,-35.49,-20.325714285714277,-10.418666666666674,32.59,-1105.95
C542060,21936,RED RETROSPOT PICNIC BAG,-1,2011-01-25,2.95,14680.0,United Kingdom,25,1,2011,12,1,1,-2.95,0,-4.949999999999999,-102.0,-6.175714285714277,-10.468666666666673,97.05,-1105.95
C542060,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-2,2011-01-25,3.39,14680.0,United Kingdom,25,1,2011,12,1,1,-6.78,0,-2.95,-23.73,-3.7542857142857065,-10.364666666666674,20.78,-1105.95
C542060,21258,VICTORIAN SEWING BOX LARGE,-3,2011-01-25,10.95,14680.0,United Kingdom,25,1,2011,12,1,1,-32.849999999999994,0,-6.78,-3.75,-7.911428571428563,-11.398000000000005,-3.0300000000000002,-1105.95
C542078,22461,SAVOY ART DECO CLOCK,-1,2011-01-25,12.75,12854.0,United Kingdom,25,1,2011,12,1,1,-12.75,0,-32.849999999999994,-1.65,-9.497142857142848,-11.739666666666672,-31.199999999999996,-1105.95
C542078,22189,CREAM HEART CARD HOLDER,-1,2011-01-25,3.95,12854.0,United Kingdom,25,1,2011,12,1,1,-3.95,0,-12.75,-3.3,-9.589999999999991,-11.815000000000007,-9.45,-1105.95
C542082,20725,LUNCH BAG RED RETROSPOT,-2,2011-01-25,1.65,15213.0,United Kingdom,25,1,2011,12,1,1,-3.3,0,-3.95,-2.9,-9.64714285714285,-11.876666666666672,-1.0500000000000003,-1105.95
C542086,22423,REGENCY CAKESTAND 3 TIER,-1,2011-01-25,12.75,18277.0,United Kingdom,25,1,2011,12,1,1,-12.75,0,-3.3,-4.949999999999999,-10.761428571428564,-12.260000000000007,1.6499999999999995,-1105.95
C542088,22556,PLASTERS IN TIN CIRCUS PARADE ,-12,2011-01-25,1.65,12553.0,France,25,1,2011,12,1,0,-19.8,0,-12.75,-2.95,-13.16857142857142,-12.35333333333334,-9.8,-1105.95
C542089,22301,COFFEE MUG CAT + BIRD DESIGN,-3,2011-01-25,2.55,12681.0,France,25,1,2011,12,1,0,-7.649999999999999,0,-19.8,-6.78,-13.292857142857134,-12.495666666666674,-13.02,-1105.95
C542089,22300,COFFEE MUG DOG + BALL DESIGN,-2,2011-01-25,2.55,12681.0,France,25,1,2011,12,1,0,-5.1,0,-7.649999999999999,-32.849999999999994,-9.32857142857142,-12.580666666666673,25.199999999999996,-1105.95
C542091,22485,SET OF 2 WOODEN MARKET CRATES,-1,2011-01-25,12.75,17091.0,United Kingdom,25,1,2011,12,1,1,-12.75,0,-5.1,-12.75,-9.32857142857142,-12.724000000000007,7.65,-1105.95
C542091,22442,GROW YOUR OWN FLOWERS SET OF 3,-1,2011-01-25,7.95,17091.0,United Kingdom,25,1,2011,12,1,1,-7.95,0,-12.75,-3.95,-9.899999999999991,-12.905666666666672,-8.8,-1105.95
C542091,22960,JAM MAKING SET WITH JARS,-1,2011-01-25,4.25,17091.0,United Kingdom,25,1,2011,12,1,1,-4.25,0,-7.95,-3.3,-10.035714285714278,-12.72933333333334,-4.65,-1105.95
C542092,20725,LUNCH BAG RED RETROSPOT,-1,2011-01-25,1.65,14389.0,United Kingdom,25,1,2011,12,1,1,-1.65,0,-4.25,-12.75,-8.449999999999992,-12.70100000000001,8.5,-1105.95
C542092,21931,JUMBO STORAGE BAG SUKI,-1,2011-01-25,1.95,14389.0,United Kingdom,25,1,2011,12,1,1,-1.95,0,-1.65,-19.8,-5.8999999999999915,-12.341000000000006,18.150000000000002,-1105.95
C542092,20723,STRAWBERRY CHARLOTTE BAG,-2,2011-01-25,0.72,14389.0,United Kingdom,25,1,2011,12,1,1,-1.44,0,-1.95,-7.649999999999999,-5.012857142857135,-12.240000000000007,5.699999999999998,-1105.95
C542092,20727,LUNCH BAG  BLACK SKULL.,-1,2011-01-25,1.65,14389.0,United Kingdom,25,1,2011,12,1,1,-1.65,0,-1.44,-5.1,-4.519999999999992,-12.096333333333341,3.6599999999999997,-1105.95
C542092,22663,JUMBO BAG DOLLY GIRL DESIGN,-1,2011-01-25,1.95,14389.0,United Kingdom,25,1,2011,12,1,1,-1.95,0,-1.65,-12.75,-2.9771428571428493,-12.051333333333341,11.1,-1105.95
C542092,85099B,JUMBO BAG RED RETROSPOT,-2,2011-01-25,1.95,14389.0,United Kingdom,25,1,2011,12,1,1,-3.9,0,-1.95,-7.95,-2.39857142857142,-12.083000000000007,6.0,-1105.95
C542094,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2011-01-25,12.75,13310.0,United Kingdom,25,1,2011,12,1,1,-12.75,0,-3.9,-4.25,-3.6128571428571346,-12.191333333333342,0.3500000000000001,-1105.95
C542094,21537,RED RETROSPOT PUDDING BOWL,-2,2011-01-25,4.25,13310.0,United Kingdom,25,1,2011,12,1,1,-8.5,0,-12.75,-1.65,-4.591428571428564,-11.81133333333334,-11.1,-1105.95
C542095,21877,HOME SWEET HOME MUG,-5,2011-01-25,1.25,17730.0,United Kingdom,25,1,2011,12,1,1,-6.25,0,-8.5,-1.95,-5.2057142857142775,-11.688000000000008,-6.55,-1105.95
C542097,22701,PINK DOG BOWL,-4,2011-01-25,2.95,14215.0,United Kingdom,25,1,2011,12,1,1,-11.8,0,-6.25,-1.44,-6.685714285714278,-10.89833333333334,-4.8100000000000005,-1105.95
C542101,22937,BAKING MOULD CHOCOLATE CUPCAKES,-7,2011-01-25,2.55,12471.0,Germany,25,1,2011,13,1,0,-17.849999999999998,0,-11.8,-1.65,-8.999999999999991,-8.09333333333334,-10.15,-1105.95
C542101,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-01-25,4.95,12471.0,Germany,25,1,2011,13,1,0,-4.95,0,-17.849999999999998,-1.95,-9.42857142857142,-7.4673333333333405,-15.899999999999999,-1105.95
C542101,22423,REGENCY CAKESTAND 3 TIER,-2,2011-01-25,10.95,12471.0,Germany,25,1,2011,13,1,0,-21.9,0,-4.95,-3.9,-11.999999999999991,-8.07233333333334,-1.0500000000000003,-1105.95
C542104,22865,HAND WARMER OWL DESIGN,-1,2011-01-25,1.85,16191.0,United Kingdom,25,1,2011,13,1,1,-1.85,0,-21.9,-12.75,-10.442857142857134,-8.079000000000006,-9.149999999999999,-1105.95
C542104,22960,JAM MAKING SET WITH JARS,-2,2011-01-25,3.75,16191.0,United Kingdom,25,1,2011,13,1,1,-7.5,0,-1.85,-8.5,-10.299999999999992,-8.219000000000007,6.65,-1105.95
C542138,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,-32,2011-01-25,0.42,17368.0,United Kingdom,25,1,2011,17,1,1,-13.44,0,-7.5,-6.25,-11.327142857142848,-8.570333333333341,-1.25,-1105.95
C542138,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,-32,2011-01-25,0.42,17368.0,United Kingdom,25,1,2011,17,1,1,-13.44,0,-13.44,-11.8,-11.561428571428563,-8.853333333333342,-1.6399999999999988,-1105.95
C542138,51014L,"FEATHER PEN,LIGHT PINK",-72,2011-01-25,0.85,17368.0,United Kingdom,25,1,2011,17,1,1,-61.2,0,-13.44,-17.849999999999998,-17.754285714285707,-10.795000000000009,4.409999999999998,-1105.95
C542138,51014A,"FEATHER PEN,HOT PINK",-72,2011-01-25,0.85,17368.0,United Kingdom,25,1,2011,17,1,1,-61.2,0,-61.2,-4.95,-25.789999999999992,-12.609000000000007,-56.25,-1105.95
C542138,22537,MAGIC DRAWING SLATE DINOSAUR,-48,2011-01-25,0.42,17368.0,United Kingdom,25,1,2011,17,1,1,-20.16,0,-61.2,-21.9,-25.54142857142856,-12.186000000000009,-39.300000000000004,-1105.95
C542138,22535,MAGIC DRAWING SLATE BUNNIES ,-48,2011-01-25,0.42,17368.0,United Kingdom,25,1,2011,17,1,1,-20.16,0,-20.16,-1.85,-28.157142857142848,-12.433000000000009,-18.31,-1105.95
C542138,22418,10 COLOUR SPACEBOY PEN,-24,2011-01-25,0.85,17368.0,United Kingdom,25,1,2011,17,1,1,-20.4,0,-20.16,-7.5,-29.999999999999993,-12.98133333333334,-12.66,-1105.95
C542138,22356,CHARLOTTE BAG PINK POLKADOT,-10,2011-01-25,0.85,17368.0,United Kingdom,25,1,2011,17,1,1,-8.5,0,-20.4,-13.44,-29.294285714285706,-13.154666666666676,-6.959999999999999,-1105.95
C542138,22211,WOOD STAMP SET FLOWERS,-48,2011-01-25,1.45,17368.0,United Kingdom,25,1,2011,17,1,1,-69.6,0,-8.5,-13.44,-37.31714285714285,-15.049666666666674,4.9399999999999995,-1105.95
C542138,20975,12 PENCILS SMALL TUBE RED RETROSPOT,-48,2011-01-25,0.65,17368.0,United Kingdom,25,1,2011,17,1,1,-31.200000000000003,0,-69.6,-61.2,-33.03142857142857,-15.429666666666673,-8.399999999999991,-1105.95
C542138,20974,12 PENCILS SMALL TUBE SKULL,-48,2011-01-25,0.65,17368.0,United Kingdom,25,1,2011,17,1,1,-31.200000000000003,0,-31.200000000000003,-61.2,-28.74571428571428,-16.214666666666673,30.0,-1105.95
C542138,20866,BLUE ROSE FABRIC MIRROR,-120,2011-01-25,1.06,17368.0,United Kingdom,25,1,2011,17,1,1,-127.2,0,-31.200000000000003,-20.16,-44.03714285714285,-20.284666666666674,-11.040000000000003,-1105.95
C542138,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,-15,2011-01-25,1.65,17368.0,United Kingdom,25,1,2011,17,1,1,-24.75,0,-127.2,-20.16,-44.69285714285713,-20.684666666666672,-107.04,-1105.95
C542138,20856,DENIM PATCH PURSE PINK BUTTERFLY,-10,2011-01-25,1.65,17368.0,United Kingdom,25,1,2011,17,1,1,-16.5,0,-24.75,-20.4,-44.13571428571428,-20.969666666666672,-4.350000000000001,-1105.95
C542138,20854,BLUE PATCH PURSE PINK HEART,-14,2011-01-25,1.65,17368.0,United Kingdom,25,1,2011,17,1,1,-23.1,0,-16.5,-8.5,-46.22142857142857,-21.598000000000006,-8.0,-1105.95
C542138,20723,STRAWBERRY CHARLOTTE BAG,-10,2011-01-25,0.85,17368.0,United Kingdom,25,1,2011,17,1,1,-8.5,0,-23.1,-69.6,-37.49285714285713,-21.82633333333334,46.49999999999999,-1105.95
C542138,16237,SLEEPING CAT ERASERS,-60,2011-01-25,0.21,17368.0,United Kingdom,25,1,2011,17,1,1,-12.6,0,-8.5,-31.200000000000003,-34.83571428571428,-22.181333333333342,22.700000000000003,-1105.95
C542139,22442,GROW YOUR OWN FLOWERS SET OF 3,-4,2011-01-25,7.95,17094.0,United Kingdom,25,1,2011,17,1,1,-31.8,0,-12.6,-31.200000000000003,-34.921428571428564,-23.19333333333334,18.6,-1105.95
C542140,22929,SCHOOL DESK AND CHAIR ,-2,2011-01-25,65.0,12947.0,United Kingdom,25,1,2011,17,1,1,-130.0,0,-31.8,-127.2,-35.32142857142856,-27.47166666666668,95.4,-1105.95
C542150,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,-6,2011-01-26,0.65,14049.0,United Kingdom,26,1,2011,10,2,1,-3.9,0,-130.0,-24.75,-32.342857142857135,-27.536666666666676,-105.25,-178.97
C542150,22492,MINI PAINT SET VINTAGE ,-1,2011-01-26,0.65,14049.0,United Kingdom,26,1,2011,10,2,1,-0.65,0,-3.9,-16.5,-30.078571428571422,-27.42833333333334,12.6,-178.97
C542150,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,2011-01-26,2.55,14049.0,United Kingdom,26,1,2011,10,2,1,-2.55,0,-0.65,-23.1,-27.142857142857135,-27.088333333333342,22.450000000000003,-178.97
C542150,21703,BAG 125g SWIRLY MARBLES,-1,2011-01-26,0.42,14049.0,United Kingdom,26,1,2011,10,2,1,-0.42,0,-2.55,-8.5,-25.988571428571422,-26.81900000000001,5.95,-178.97
C542150,21579,LOLITA  DESIGN  COTTON TOTE BAG,-2,2011-01-26,2.25,14049.0,United Kingdom,26,1,2011,10,2,1,-4.5,0,-0.42,-12.6,-24.831428571428567,-26.760666666666676,12.18,-178.97
C542218,22198,LARGE POPCORN HOLDER ,-1,2011-01-26,1.65,14606.0,United Kingdom,26,1,2011,12,2,1,-1.65,0,-4.5,-31.8,-20.524285714285703,-26.422333333333345,27.3,-178.97
C542218,22494,EMERGENCY FIRST AID TIN ,-1,2011-01-26,1.25,14606.0,United Kingdom,26,1,2011,12,2,1,-1.25,0,-1.65,-130.0,-2.1314285714285632,-25.86900000000001,128.35,-178.97
C542218,35971,ROSE FOLKART HEART DECORATIONS,-1,2011-01-26,1.25,14606.0,United Kingdom,26,1,2011,12,2,1,-1.25,0,-1.25,-3.9,-1.7528571428571347,-25.745666666666676,2.65,-178.97
C542244,22960,JAM MAKING SET WITH JARS,-1,2011-01-26,3.75,13098.0,United Kingdom,26,1,2011,15,2,1,-3.75,0,-1.25,-0.65,-2.1957142857142773,-25.140666666666675,-0.6,-178.97
C542245,22380,TOY TIDY SPACEBOY  ,-1,2011-01-26,2.1,13098.0,United Kingdom,26,1,2011,15,2,1,-2.1,0,-3.75,-2.55,-2.1314285714285632,-25.149000000000008,-1.2000000000000002,-178.97
C542245,22383,LUNCH BAG SUKI  DESIGN ,-1,2011-01-26,1.65,13098.0,United Kingdom,26,1,2011,15,2,1,-1.65,0,-2.1,-0.42,-2.307142857142849,-24.954000000000008,-1.6800000000000002,-178.97
C542245,20726,LUNCH BAG WOODLAND,-1,2011-01-26,1.65,13098.0,United Kingdom,26,1,2011,15,2,1,-1.65,0,-1.65,-4.5,-1.899999999999992,-24.56100000000001,2.85,-178.97
C542245,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2011-01-26,3.75,13098.0,United Kingdom,26,1,2011,15,2,1,-3.75,0,-1.65,-1.65,-2.1999999999999917,-24.238000000000007,0.0,-178.97
C542245,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-01-26,3.75,13098.0,United Kingdom,26,1,2011,15,2,1,-7.5,0,-3.75,-1.25,-3.0928571428571345,-22.44800000000001,-2.5,-178.97
C542245,22726,ALARM CLOCK BAKELIKE GREEN,-2,2011-01-26,3.75,13098.0,United Kingdom,26,1,2011,15,2,1,-7.5,0,-7.5,-1.25,-3.9857142857142773,-20.65800000000001,-6.25,-178.97
C542245,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-2,2011-01-26,4.25,13098.0,United Kingdom,26,1,2011,15,2,1,-8.5,0,-7.5,-3.75,-4.664285714285706,-20.269333333333343,-3.75,-178.97
C542245,22941,CHRISTMAS LIGHTS 10 REINDEER,-3,2011-01-26,7.65,13098.0,United Kingdom,26,1,2011,15,2,1,-22.950000000000003,0,-8.5,-2.1,-7.642857142857134,-20.362333333333343,-6.4,-178.97
C542256,22116,METAL SIGN HIS DINNER IS SERVED,-12,2011-01-26,0.85,17722.0,United Kingdom,26,1,2011,17,2,1,-10.2,0,-22.950000000000003,-1.65,-8.864285714285705,-20.02233333333334,-21.300000000000004,-178.97
C542256,21883,STARS GIFT TAPE ,-1,2011-01-26,0.19,17722.0,United Kingdom,26,1,2011,17,2,1,-0.19,0,-10.2,-1.65,-8.655714285714279,-19.745333333333342,-8.549999999999999,-178.97
C542256,22471,TV DINNER TRAY AIR HOSTESS ,-1,2011-01-26,1.95,17722.0,United Kingdom,26,1,2011,17,2,1,-1.95,0,-0.19,-3.75,-8.39857142857142,-17.49033333333334,3.56,-178.97
C542256,22095,LADS ONLY TISSUE BOX,-1,2011-01-26,1.06,17722.0,United Kingdom,26,1,2011,17,2,1,-1.06,0,-1.95,-7.5,-7.478571428571421,-16.485666666666678,5.55,-178.97
C542257,22841,ROUND CAKE TIN VINTAGE GREEN,-2,2011-01-26,7.95,14341.0,United Kingdom,26,1,2011,17,2,1,-15.9,0,-1.06,-7.5,-8.67857142857142,-15.975666666666674,6.4399999999999995,-178.97
C542259,22625,RED KITCHEN SCALES,-1,2011-01-26,8.5,16656.0,United Kingdom,26,1,2011,17,2,1,-8.5,0,-15.9,-8.5,-8.67857142857142,-12.019000000000007,-7.4,-178.97
C542260,85150,LADIES & GENTLEMEN METAL SIGN,-2,2011-01-26,2.55,13890.0,United Kingdom,26,1,2011,17,2,1,-5.1,0,-8.5,-22.950000000000003,-6.12857142857142,-11.364000000000008,14.450000000000003,-178.97
C542261,22971,QUEENS GUARD COFFEE MUG,-2,2011-01-26,2.1,17306.0,United Kingdom,26,1,2011,17,2,1,-4.2,0,-5.1,-10.2,-5.271428571428564,-10.954000000000008,5.1,-178.97
C542261,22970,LONDON BUS COFFEE MUG,-6,2011-01-26,2.1,17306.0,United Kingdom,26,1,2011,17,2,1,-12.6,0,-4.2,-0.19,-7.0442857142857065,-10.60400000000001,-4.01,-178.97
C542262,21843,RED RETROSPOT CAKE STAND,-1,2011-01-26,10.95,17591.0,United Kingdom,26,1,2011,17,2,1,-10.95,0,-12.6,-1.95,-8.329999999999993,-10.685666666666675,-10.65,-178.97
C542263,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-01-26,2.95,14849.0,United Kingdom,26,1,2011,17,2,1,-2.95,0,-10.95,-1.06,-8.599999999999993,-10.364000000000008,-9.889999999999999,-178.97
C542264,22423,REGENCY CAKESTAND 3 TIER,-2,2011-01-26,10.95,15215.0,United Kingdom,26,1,2011,17,2,1,-21.9,0,-2.95,-15.9,-9.45714285714285,-10.034000000000008,12.95,-178.97
C542264,48138,DOORMAT UNION FLAG,-1,2011-01-26,7.95,15215.0,United Kingdom,26,1,2011,17,2,1,-7.95,0,-21.9,-8.5,-9.378571428571421,-5.9656666666666744,-13.399999999999999,-178.97
C542270,22960,JAM MAKING SET WITH JARS,-1,2011-01-27,4.25,13050.0,United Kingdom,27,1,2011,9,3,1,-4.25,0,-7.95,-5.1,-9.25714285714285,-5.97733333333334,-2.8500000000000005,-913.1
C542271,84927E,FLOWERS TILE HOOK,-2,2011-01-27,2.1,12637.0,France,27,1,2011,9,3,0,-4.2,0,-4.25,-4.2,-9.25714285714285,-6.0956666666666734,-0.04999999999999982,-913.1
C542271,84927D,LA PALMIERA TILE HOOK,-2,2011-01-27,2.1,12637.0,France,27,1,2011,9,3,0,-4.2,0,-4.2,-12.6,-8.057142857142848,-6.150666666666675,8.399999999999999,-913.1
C542271,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-5,2011-01-27,1.25,12637.0,France,27,1,2011,9,3,0,-6.25,0,-4.2,-10.95,-7.385714285714277,-6.345000000000008,6.749999999999999,-913.1
C542273,21936,RED RETROSPOT PICNIC BAG,-2,2011-01-27,2.95,12578.0,Italy,27,1,2011,10,3,0,-5.9,0,-6.25,-2.95,-7.807142857142849,-6.391666666666675,-3.3,-913.1
C542273,22099,CARAVAN SQUARE TISSUE BOX,-9,2011-01-27,1.25,12578.0,Italy,27,1,2011,10,3,0,-11.25,0,-5.9,-21.9,-6.285714285714278,-6.711666666666675,15.999999999999998,-913.1
C542273,20980,36 PENCILS TUBE POSY,-9,2011-01-27,1.25,12578.0,Italy,27,1,2011,10,3,0,-11.25,0,-11.25,-7.95,-6.757142857142848,-7.045000000000008,-3.3,-913.1
C542273,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2011-01-27,2.55,12578.0,Italy,27,1,2011,10,3,0,-2.55,0,-11.25,-4.25,-6.514285714285706,-7.088333333333341,-7.0,-913.1
C542273,22300,COFFEE MUG DOG + BALL DESIGN,-1,2011-01-27,2.55,12578.0,Italy,27,1,2011,10,3,0,-2.55,0,-2.55,-4.2,-6.27857142857142,-7.048333333333342,1.6500000000000004,-913.1
C542346,21896,POTTING SHED TWINE,-2,2011-01-27,1.85,12709.0,Germany,27,1,2011,12,3,0,-3.7,0,-2.55,-4.2,-6.207142857142849,-7.101666666666674,1.6500000000000004,-913.1
C542346,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,-1,2011-01-27,2.55,12709.0,Germany,27,1,2011,12,3,0,-2.55,0,-3.7,-6.25,-5.678571428571421,-7.131666666666675,2.55,-913.1
C542346,22423,REGENCY CAKESTAND 3 TIER,-4,2011-01-27,10.95,12709.0,Germany,27,1,2011,12,3,0,-43.8,0,-2.55,-5.9,-11.092857142857133,-8.536666666666674,3.3500000000000005,-913.1
C542346,22467,GUMBALL COAT RACK,-3,2011-01-27,2.1,12709.0,Germany,27,1,2011,12,3,0,-6.300000000000001,0,-43.8,-11.25,-10.385714285714275,-8.621666666666673,-32.55,-913.1
C542346,85232B,SET OF 3 BABUSHKA STACKING TINS,-5,2011-01-27,4.25,12709.0,Germany,27,1,2011,12,3,0,-21.25,0,-6.300000000000001,-11.25,-11.814285714285704,-9.080000000000007,4.949999999999999,-913.1
C542346,21658,GLASS  BEURRE DISH,-1,2011-01-27,3.39,12709.0,Germany,27,1,2011,12,3,0,-3.39,0,-21.25,-2.55,-11.934285714285705,-8.943000000000008,-18.7,-913.1
C542346,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,-1,2011-01-27,0.72,12709.0,Germany,27,1,2011,12,3,0,-0.72,0,-3.39,-2.55,-11.672857142857135,-8.683666666666674,-0.8400000000000003,-913.1
C542346,22606,WOODEN SKITTLES GARDEN SET,-1,2011-01-27,12.75,12709.0,Germany,27,1,2011,12,3,0,-12.75,0,-0.72,-3.7,-12.965714285714276,-8.343666666666673,2.9800000000000004,-913.1
C542352,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2011-01-27,2.95,15596.0,United Kingdom,27,1,2011,12,3,1,-2.95,0,-12.75,-2.55,-13.022857142857134,-8.102000000000007,-10.2,-913.1
C542366,85174,S/4 CACTI CANDLES,-1,2011-01-27,4.25,13777.0,United Kingdom,27,1,2011,12,3,1,-4.25,0,-2.95,-43.8,-7.372857142857135,-8.237333333333341,40.849999999999994,-913.1
C542366,20934,SET/3 POT PLANT CANDLES,-2,2011-01-27,4.95,13777.0,United Kingdom,27,1,2011,12,3,1,-9.9,0,-4.25,-6.300000000000001,-7.88714285714285,-8.502333333333342,2.0500000000000007,-913.1
C542366,21137,BLACK RECORD COVER FRAME,-2,2011-01-27,3.39,13777.0,United Kingdom,27,1,2011,12,3,1,-6.78,0,-9.9,-21.25,-5.819999999999992,-8.693000000000007,11.35,-913.1
C542366,22041,"RECORD FRAME 7"" SINGLE SIZE ",-7,2011-01-27,2.1,13777.0,United Kingdom,27,1,2011,12,3,1,-14.7,0,-6.78,-3.39,-7.435714285714278,-8.65300000000001,-3.39,-913.1
C542366,21232,STRAWBERRY CERAMIC TRINKET BOX,-10,2011-01-27,1.06,13777.0,United Kingdom,27,1,2011,12,3,1,-10.6,0,-14.7,-0.72,-8.847142857142849,-8.723000000000008,-13.979999999999999,-913.1
C542366,22095,LADS ONLY TISSUE BOX,-8,2011-01-27,1.25,13777.0,United Kingdom,27,1,2011,12,3,1,-10.0,0,-10.6,-12.75,-8.454285714285707,-8.88633333333334,2.1500000000000004,-913.1
C542366,35004C,SET OF 3 COLOURED  FLYING DUCKS,-10,2011-01-27,4.65,13777.0,United Kingdom,27,1,2011,12,3,1,-46.5,0,-10.0,-2.95,-14.675714285714278,-10.29633333333334,-7.05,-913.1
C542366,15056P,EDWARDIAN PARASOL PINK,-1,2011-01-27,4.65,13777.0,United Kingdom,27,1,2011,12,3,1,-4.65,0,-46.5,-4.25,-14.732857142857137,-10.031333333333341,-42.25,-913.1
C542366,15056N,EDWARDIAN PARASOL NATURAL,-1,2011-01-27,4.25,13777.0,United Kingdom,27,1,2011,12,3,1,-4.25,0,-4.65,-9.9,-13.925714285714278,-9.808000000000009,5.25,-913.1
C542366,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,-1,2011-01-27,3.81,13777.0,United Kingdom,27,1,2011,12,3,1,-3.81,0,-4.25,-6.78,-13.501428571428562,-9.836666666666673,2.5300000000000002,-913.1
C542383,22423,REGENCY CAKESTAND 3 TIER,-13,2011-01-27,10.95,14299.0,United Kingdom,27,1,2011,14,3,1,-142.35,0,-3.81,-14.7,-31.73714285714285,-13.851666666666675,10.889999999999999,-913.1
C542385,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-01-27,2.95,14290.0,United Kingdom,27,1,2011,14,3,1,-2.95,0,-142.35,-10.6,-30.644285714285704,-13.685000000000006,-131.75,-913.1
C542385,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-1,2011-01-27,4.25,14290.0,United Kingdom,27,1,2011,14,3,1,-4.25,0,-2.95,-10.0,-29.822857142857135,-13.685000000000006,7.05,-913.1
C542395,85126,LARGE ROUND CUTGLASS CANDLESTICK,-1,2011-01-27,6.75,17389.0,United Kingdom,27,1,2011,15,3,1,-6.75,0,-4.25,-46.5,-24.144285714285704,-13.770000000000007,42.25,-913.1
C542400,22183,CAKE STAND VICTORIAN FILIGREE MED,-1,2011-01-27,5.95,15189.0,United Kingdom,27,1,2011,15,3,1,-5.95,0,-6.75,-4.65,-24.32999999999999,-13.82833333333334,-2.0999999999999996,-913.1
C542402,22960,JAM MAKING SET WITH JARS,-2,2011-01-27,4.25,16124.0,United Kingdom,27,1,2011,16,3,1,-8.5,0,-5.95,-4.25,-24.93714285714285,-13.90333333333334,-1.7000000000000002,-913.1
C542402,22847,BREAD BIN DINER STYLE IVORY,-1,2011-01-27,16.95,16124.0,United Kingdom,27,1,2011,16,3,1,-16.95,0,-8.5,-3.81,-26.814285714285706,-14.271666666666675,-4.6899999999999995,-913.1
